archivo,hoja,razon,fila
"23 DE FEBRERO DE 2025.xlsx","23-02-25","vacío","7 | 30/10/24 - W. Pereyra - 2º a 2 cp de Inaudito Si - 1'23'4/5 - PN |  |  |  |  | 04/12/24 - W. Pereyra - 1º gan x 3/4 cp a Don Nasareno - 1'37'4/5 - PN |  |  | "
"23 DE FEBRERO DE 2025.xlsx","23-02-25","vacío","8 | 21/07/24 - M. Navarro - 7º a 29 cp de Hidden Enemy - 1'23'2/5 - PN |  |  |  |  | 24/09/24 - C. Schultheis - 9º a 23 1/2 cp de Jean Aladel - 1'25'4/5 - PN |  |  | "
"23 DE FEBRERO DE 2025.xlsx","23-02-25","vacío","9 | 04/08/24 - F. Brito - 1º gan x 8 cp a Torre De Pisa - 1'11'3/5 - PN |  |  |  |  | 29/12/24 - W. Marrades - 10º a 26 1/4 cp de Rojo De Recoleta - 1'25'3/5 - PN |  |  | "
"23 DE FEBRERO DE 2025.xlsx","23-02-25","vacío","10 | 29/12/24 - F. Brito - 5º a 4 3/4 cp de Rojo De Recoleta - 1'25'3/5 - PN |  |  |  |  | 16/02/25 - F. Brito - 3º a 12 cp de Eufemio - 1'18'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1 | 16/02/25 - C. Caram - 2º a 3/4 cp de Grand Rex - 46'1/5 - PN |  |  |  |  | 23/02/25 - C. Caram - 7º a 6 1/2 cp de Camino Del Norte - 44'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","2 | 29/12/24 - S. Barrionuevo - 5º a 5 3/4 cp de Yoda - 1'12'4/5 - PN |  |  |  |  | 16/02/25 - H. Suarez - 3º a 1 3/4 cp de Grand Rex - 46'1/5 - PN (Dist x molestar) |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","3 | 02/10/23 - W. Moreyra - 7º a 17 1/4 cp de Why Giant - 1'24'4/5 - PN |  |  |  |  | 30/10/23 - L. Recuero - 11º a 16 1/2 cp de Looks Great - 1'35'4/5 - PH |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","4 | 08/12/24 - F. Navarro - 7º a 11 3/4 cp de Hold Your Money - 47'3/5 - PB |  |  |  |  | 29/12/24 - L. Medina - 2º a 6 cp de Law Of Nature - 43'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","5 | 24/09/24 - L. Medina - 11º a 12 1/4 cp de Voy Con Onda - 1'18'3/5 - PN |  |  |  |  | 27/10/24 - A. Vai - 4º a 14 1/2 cp de Dulce Agua - 1'19'2/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","6 | 24/11/24 - A. Vai - 4º a 19 1/2 cp de Grand Lucre - 1'11'2/5 - PN |  |  |  |  | 29/12/24 - A. Villegas - 13º a 18 3/4 cp de Estigma - 1'13' - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","7 | 06/10/24 - S. Corbalan - 5º a 35 cp de Security Plus - 1'18'1/5 - PN |  |  |  |  | 08/12/24 - S. Corbalan - 7º a 17 1/4 cp de Ella Dice - 1'17'3/5 - PB |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","PREMIO 'JUANA MANUELA GORRITI' |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1.200 metros - Record Dist.: 1' 09' 4/5 Donald Music 28/11/2021 |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","Para todo spc de 4 años y más edad perdedor y yeguas ganadoras de 1 carrera.  |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","Peso 57 kilos. Recargo de 3 kilos a las ganadoras de 1 carrera. Descargo de 2 kilos a los de 6 años y más edad. |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.139.900 - $ 342.000 - $ 285.000 - $ 228.000 |  |  |  |  |  |  |  | APUESTA TRIPLO $ 300 | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, TRIPLO $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000 | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1 | 29/12/24 - W. Marrades - 4º a 5 1/2 cp de Estigma - 1'13' - PN |  |  |  |  | 16/02/25 - W. Marrades - 2º a 1/2 cp de Che Sobon - 1'16'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","2 | 29/12/24 - J. Carrizo - 7º a 11 1/2 cp de Estigma - 1'13' - PN |  |  |  |  | 23/02/25 - A. Vai - 6º a 27 1/2 cp de Blessed Again - 1'18'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","3 | 06/12/24 - K. Banegas - 12º a 11 1/2 cp de Frauen - 1'19'1/5 - PN |  |  |  |  | 23/02/25 - R. Camos - 3º a 6 1/2 cp de Blessed Again - 1'18'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","4 | 08/12/24 - S. Corbalan - 7º a 21 cp de Q Loico - 1'22'2/5 - PB |  |  |  |  | 16/02/25 - J. Romano - 4º a 20 1/2 cp de Che Sobon - 1'16'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","5 | 29/12/24 - J. Bethencourt - 2º a 3 1/2 cp de Estigma - 1'13' - PN |  |  |  |  | 23/02/25 - J. Bethencourt - 2º a 6 cp de Blessed Again - 1'18'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","6 | 24/11/24 - P. Alarcon - 6º a 39 1/2 cp de Grand Lucre - 1'11'2/5 - PN |  |  |  |  | 08/12/24 - J. Romano - 8º a 23 1/2 cp de Q Loico - 1'22'2/5 - PB |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","7 | 29/12/24 - M. Rodriguez - 6º a 12 cp de Law Of Nature - 43'3/5 - PN |  |  |  |  | 16/02/25 - F. Moran - 6º a 9 1/4 cp de Grand Rex - 46'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","PREMIO 'TITA MERELLO' |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1.100 metros - Record Dist.: 1' 04' 3/5, Sold Out 29/08/2021 |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","Para todo spc de 3 años perdedores y yeguas ganadoras de 1 carrera. Peso 56 kilos. Recargo de 3 kilos a las ganadoras de 1 carrera. |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","NO COMPUTABLE - CAT. INTERIOR -  Premios: $ 2.052.600 - $ 615.800 - $ 513.200 - $ 410.500 - $ 307.900 - $ 205.300 |  |  |  |  |  |  |  | APUESTA CADENA $ 200 | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, CADENA $ 200 |  |  |  |  |  |  |  | INCREMENTO: $ 700.000 | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1 | 29/12/24 - F. Brito - 10º a 20 3/4 cp de Sweet Elementary - 1'17'1/5 - PN |  |  |  |  | 23/02/25 - P. Alarcon - 7º a 10 1/4 cp de Cero Cero Siete - 43'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","2 | 16/02/25 - F. Navarro - 5º a 13 3/4 cp de Great Daddy - 1'12'1/5 - PN |  |  |  |  | 23/02/25 - H. Suarez - 3º a 8 cp de Anoushka - 1'18'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","3 | 29/12/24 - W. Marrades - 11º a 23 1/2 cp de Camino Del Norte - 44'3/5 - PN |  |  |  |  | 23/02/25 - B. Ossan - 6º a 33 cp de Anoushka - 1'18'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","4 | 29/12/24 - W. Figueroa - 6º a 13 1/4 cp de Sweet Elementary - 1'17'1/5 - PN |  |  |  |  | 16/02/25 - W. Figueroa - 6º a 14 cp de Great Daddy - 1'12'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","5 | 29/12/24 - S. Barrionuevo - 7º a 14 cp de Sweet Elementary - 1'17'1/5 - PN |  |  |  |  | 16/02/25 - B. Ossan - 4º a 7 3/4 cp de Great Daddy - 1'12'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","6 | 12/10/24 - W. Moreyra - 10º a 27 3/4 cp de Los Fandangos - 1'36'3/5 - PN |  |  |  |  | 10/02/25 - W. Moreyra - 8º a 14 cp de Anelado Sueño - 1'23'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","7 | 29/12/24 - S. Barrionuevo - 3º a 5 cp de Baby Ruca - 1'20'2/5 - PN |  |  |  |  | 16/02/25 - R. Ruiz - 2º a 1/2 cp de Tira A Buena - 1'6'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","8 | 11/12/24 - E. Ortega P.- 7º a 10 cp de Sicurezza Check - 1'24'2/5 - PN |  |  |  |  | 23/02/25 - B. Ossan - 5º a 4 3/4 cp de Cero Cero Siete - 43'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","9 | 16/02/25 - J. Vizcarra - 3º a 2 1/2 cp de Tira A Buena - 1'6'4/5 - PN |  |  |  |  | 23/02/25 - J. Vizcarra - 1º gan x 6 cp a Cashisking - 1'18'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","PREMIO 'ALICIA MOREAU DE JUSTO' |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1.100 metros - Record Dist.: 1' 04' 3/5, Sold Out 29/08/2021 |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","Para todo spc de 3 años perdedores y yeguas ganadoras de 1 carrera. Peso 56 kilos. 
Recargo de 3 kilos a las ganadoras de 1 carrera. |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","NO COMPUTABLE - CAT. INTERIOR -  Premios: $ 2.052.600 - $ 615.800 - $ 513.200 - $ 410.500 - $ 307.900 - $ 205.300 |  |  |  |  |  |  |  | APUESTA QUINTUPLO $ 200 | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, QUINTUPLO $ 200 |  |  |  |  |  |  |  | INCREMENTO: $ 500.000 | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1 | 29/12/24 - R. Ruiz - 4º a 10 1/4 cp de Sweet Elementary - 1'17'1/5 - PN |  |  |  |  | 23/02/25 - R. Robledo - 6º a 7 1/4 cp de Cero Cero Siete - 43'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","2 | 16/02/25 - J. Romano - 8º a 23 cp de Great Daddy - 1'12'1/5 - PN |  |  |  |  | 23/02/25 - C. Schultheis - 5º a 23 cp de Anoushka - 1'18'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","3 | 29/12/24 - H. Suarez - 6º a 9 1/2 cp de Camino Del Norte - 44'3/5 - PN |  |  |  |  | 16/02/25 - H. Suarez - 1º gan x 1/2 cp a Grand Silvi - 1'6'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","4 | 29/12/24 - J. Vizcarra - 3º a 3 1/2 cp de Camino Del Norte - 44'3/5 - PN |  |  |  |  | 23/02/25 - J. Vizcarra - 1º gan x 3/4 cp a Gruta Di Bacu - 43'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","5 | 08/12/24 - C. Schultheis - 11º a 32 1/2 cp de Army Of Me - 1'14'2/5 - PB |  |  |  |  | 23/02/25 - F. Moran - 8º a 16 1/4 cp de Cero Cero Siete - 43'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","6 | 29/12/24 - C. Schultheis - 7º a 13 1/2 cp de Camino Del Norte - 44'3/5 - PN |  |  |  |  | 23/02/25 - A. Villegas - 4º a 4 3/4 cp de Cero Cero Siete - 43'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","7 | 29/12/24 - R. Camos - 7º a 19 cp de Cima Himalaya - 1'18'4/5 - PN |  |  |  |  | 16/02/25 - A. Vai - 7º a 18 cp de Great Daddy - 1'12'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","8 | 29/12/24 - L. Medina - 14º a 28 3/4 cp de Sweet Elementary - 1'17'1/5 - PN |  |  |  |  | 16/02/25 - H. Suarez - 10º a 27 1/4 cp de Great Daddy - 1'12'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","9 | 16/02/25 - F. Brito - 2º a 2 cp de Great Daddy - 1'12'1/5 - PN |  |  |  |  | 23/02/25 - F. Brito - 3º a 3 3/4 cp de Cero Cero Siete - 43'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","PREMIO 'AZUCENA VILLAFLOR' |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1.300 metros - Record Dist.: 1' 16' 2/5, Panatta 19/12/2021 - High Commander 08/10/2023 |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","Para todo spc de 3 años ganadores de 1 carrera; de 4 años y más edad ganadores de 2 carreras; de 5 años y más edad ganadores de 3 carreras |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","y de 6 años y más edad ganadores de 4 carreras. Peso 54; 56; 58 y 60 kilos. Descargo de 2 kilos a los de 6 años y más edad. |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.635.700 - $ 490.700 - $ 408.900 - $ 327.100 |  |  |  |  |  |  |  | APUESTA CUATERNA $ 300 | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, CUATERNA $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 400.000 | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1 | 04/12/24 - W. Pereyra - 1º gan x 3/4 cp a Don Nasareno - 1'37'4/5 - PN |  |  |  |  | 23/02/25 - R. Robledo - 8º a 13 cp de Sweet Elementary - 1'19'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","2 | 16/02/25 - H. Suarez - 2º a 3 cp de Full Kiss - 1'24'2/5 - PN |  |  |  |  | 23/02/25 - H. Suarez - 1º gan x 4 cp a Rio Southern - 1'12'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","parece fecha","4 | 29/12/24 - J. Bethencourt - 3º a 10 cp de Sweet Elementary - 1'17'1/5 - PN |  |  |  |  | 16/02/25 - C. Caram - 1º gan x 2 cp a Casual Security - 1'12'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","parece fecha","5 | 24/09/24 - J. Bethencourt - 1º gan x 3 1/2 cp a Army Of Me - 1'12'4/5 - PN |  |  |  |  | 29/12/24 - L. Medina - 9º a 21 cp de Etoo - 1'18'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","parece fecha","6 | 29/12/24 - H. Suarez - 2º a 1 cp de Rojo De Recoleta - 1'25'3/5 - PN |  |  |  |  | 16/02/25 - F. Moran - 1º gan x 5 cp a Zinzan Brooke - 1'18'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","parece fecha","7 | 28/09/24 - R. Schneider - 5º a 7 1/2 cp de Arthur Shelby - 52'2/5 - PN |  |  |  |  | 16/02/25 - R. Camos - 3º a 3/4 cp de Dixie Cup - 1'20'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","PREMIO 'JULIETA LANTERI' |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1.300 metros - Record Dist.: 1' 16' 2/5, Panatta 19/12/2021 - High Commander 08/10/2023 |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","Para todo spc de 4 años y más edad ganadores de 1 carrera; yeguas ganadoras de 2 carreras; de 5 años y más edad ganadores de 2 carreras, |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","yeguas ganadoras de 3 carreras y de 6 años y más edad ganadores de 3 carreras. Peso 53: 56 y 59 kilos. |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.139.900 - $ 342.000 - $ 285.000 - $ 228.000 - $ 171.000 - $ 114.000 |  |  |  |  |  |  |  | APUESTA TRIPLO $ 300 | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE $ 100, TRIPLO $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 200.000.- | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1 | 16/02/25 - F. Brito - 3º a 12 cp de Eufemio - 1'18'4/5 - PN |  |  |  |  | 23/02/25 - F. Brito - 5º a 4 1/2 cp de Sweet Elementary - 1'19'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","2 | 23/06/24 - H. Suarez - 5º a 13 1/2 cp de Cupcake - 1'25'1/5 - PH |  |  |  |  | 16/02/25 - H. Suarez - 2º a 5 cp de Eufemio - 1'18'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","3 | 29/12/24 - R. Ruiz - 6º a 11 1/2 cp de Estigma - 1'13' - PN |  |  |  |  | 16/02/25 - R. Ruiz - 1º gan x 1/2 cp a Vikins Terror - 1'16'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","4 | 29/12/24 - W. Marrades - 10º a 26 1/4 cp de Rojo De Recoleta - 1'25'3/5 - PN |  |  |  |  | 23/02/25 - J. Vizcarra - 6º a 5 cp de Sweet Elementary - 1'19'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","5 | 29/12/24 - A. Villegas - 8º a 21 cp de He's a Rockstar - 2'7'1/5 - PN |  |  |  |  | 23/02/25 - A. Villegas - 2º a 2 cp de Sweet Elementary - 1'19'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","6 | 29/12/24 - L. Medina - 6º a 15 cp de Cima Himalaya - 1'18'4/5 - PN |  |  |  |  | 23/02/25 - R. Robledo - 3º a 14 cp de Cima Himalaya - 1'11'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","7 | 29/12/24 - W. Marrades - 12º a 43 1/4 cp de He's A Rockstar - 2'7'1/5 - PN |  |  |  |  | 23/02/25 - J. Vizcarra - 2º a 2 cp de Cima Himalaya - 1'11'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","8 | 16/02/25 - P. Alarcon - 5º a 22 cp de Eufemio - 1'18'4/5 - PN |  |  |  |  | 23/02/25 - H. Coronel - 8º a 14 3/4 cp de Caro Amici - 1'12'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","ESPECIAL 'DIA INTERNACIONAL DE LA MUJER' |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1.400 metros - Record Dist.: 1' 22' 3/5, Patani 29/10/2017 - Dipinto 28/11/2021 |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","Para todo spc de 3 años y más edad. Peso 52 kilos. Recargo de 1 kilo por carrera ganada. Descargo de 1 kilo por cada año cumplido a partir de los 6 años.  |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","Descargo de 2 kilos a los que no se hayan clasificado hasta el 3er puesto, en sus 3 últimas actuaciones en Tucumán. Aprendices sin descargo. |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.715.900 - $ 514.800 - $ 429.000 - $ 343.200 - $ 257.400 - $ 171.600 |  |  |  |  |  |  |  | APUESTA DOBLE FINAL $ 300 | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100, DOBLE FINAL $ 300 |  |  |  |  |  |  |  | INCREMENTO: $ 150.000 | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1 | 25/01/25 - R. Camos - 1º gan x 5 cp a Etoo - 1'34'4/5 - PN |  |  |  |  | 16/02/25 - R. Camos - 1º gan x 3 cp a Caro Amici - 1'24'2/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","2 | 29/12/24 - P. Alarcon - 1º gan x 4 cp a Curioso Militar - 1'17'1/5 - PN |  |  |  |  | 23/02/25 - P. Alarcon - 1º gan x 2 cp a Radio Waves - 1'19'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","3 | 16/02/25 - F. Moran - 5º a 8 1/2 cp de Full Kiss - 1'24'2/5 - PN |  |  |  |  | 23/02/25 - F. Moran - 2º a 2 cp de He's a Rockstar - 1'29'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","4 | 29/12/24 - H. Suarez - 1º gan x 4 cp a Aspera - 1'18'4/5 - PN |  |  |  |  | 23/02/25 - H. Suarez - 1º gan x 2 cp a Latan Craf - 1'11'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","5 | 24/11/24 - C. Caram - 4º a 18 cp de Saint Song - 1'39'3/5 - PN |  |  |  |  | 29/12/24 - C. Caram - 14º a 63 1/4 cp de He's a Rockstar - 1'29'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","6 | 08/12/24 - J. Bethencourt - 1º gan x 1/2 cp a Abroncao - 1'27'1/5 - PB |  |  |  |  | 16/02/25 - C. Caram - 4º a 5 cp de Full Kiss - 1'24'2/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","7 | 16/02/25 - J. Vizcarra - 1º gan x 3/4 cp a Wan Runner - 1'20'1/5 - PN |  |  |  |  | 23/02/25 - J. Vizcarra - 7º a 24 1/2 cp He's a Rockstar - 1'29'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","8 | 25/01/25 - J. Vizcarra - 3º a 5 1/4 cp de Full Kiss - 1'34'4/5 - PN |  |  |  |  | 23/02/25 - M. Rodriguez - 4º a 6 cp He's a Rockstar - 1'29'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","PREMIO 'LOLA MORA' |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1.300 metros - Record Dist.: 1' 16' 2/5, Panatta 19/12/2021 - High Commander 08/10/2023 |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","Para todo spc de 5 años y más edad ganadores de 1 carrera; yeguas ganadoras de 2 carreras; 
de 6 años y más edad ganadores de 2 carreras y |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","de 7 años y más edad ganadores de 3 carreras. 
Peso 53; 56 y 59 kilos. Descargo de 2 kilos a los de 6 años y más edad. |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","NO COMPUTABLE - CAT. INTERIOR - Premios: $ 1.139.900 - $ 342.000 - $ 285.000 - $ 228.000 - $ 171.000 - $ 114.000 |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","AP. A GANADOR $ 1 ($ 300 MINIMO), EXACTA $ 100, TRIFECTA $ 100 |  |  |  |  |  |  |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","1 | 16/02/25 - F. Moran - 2º a 2 cp de Indio Electric - 1'20'1/5 - PN |  |  |  |  | 23/02/25 - F. Moran - 4º a 7 1/4 cp de Caro Amici - 1'12'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","2 | 08/12/24 - J. Carrizo - 7º a 21 1/2 cp de Lord Lancelot - 1'28'2/5 - PB |  |  |  |  | 29/12/24 - P. Alarcon - 8º a 15 1/4 cp de Rojo De Recoleta - 1'25'3/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","3 | 26/08/24 - M. Acerito R. - 6º a 5 cp de Dose Dupla - 1'23'1/5 - PN |  |  |  |  | 23/02/25 - M. Rodriguez - 2º a 4 cp de Caro Amici - 1'12'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","4 | 16/02/25 - C. Schultheis - 6º a 23 cp de Indio Electric - 1'20'1/5 - PN |  |  |  |  | 23/02/25 - L. Gonzalez - 3º a 4 3/4 cp de Caro Amici - 1'12'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","5 | 16/02/25 - F. Brito - 5º a 13 cp de Indio Electric - 1'20'1/5 - PN |  |  |  |  | 23/02/25 - F. Brito - 6º a 10 1/4 cp de Caro Amici - 1'12'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","6 | 29/12/24 - A. Vai - 9º a 13 1/2 cp de Yoda - 1'12'4/5 - PN |  |  |  |  | 16/02/25 - H. Suarez - 3º a 8 cp de Indio Electric - 1'20'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","7 | 12/11/24 - U. Chaves - 6º a 3 1/2 cp de Arese - 1'40'1/5 - PN |  |  |  |  | 16/02/25 - A. Vai - 4º a 12 cp de Indio Electric - 1'20'1/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","8 | 19/05/24 - C. Schultheis - 9º S.A. de Aplaudime - 1'28'2/5 - PN |  |  |  |  | 21/07/24 - J. Aguirrez - 12º S.A de Dr. Legasov - 1'54'4/5 - PN |  |  | "
"16 DE MARZO DE 2025.xlsx","16-03-25","vacío","9 | 13/05/24 - L. Tello E. - 10º a 18 cp de Que Abogado - 1'9'3/5 - PN |  |  |  |  | 16/02/25 - J. Vizcarra - 1º gan x 3/4 cp a Toy Story - 46'1/5 - PN |  |  | "
